REGISTRO_ANCINE,DATA_REGISTRO,RAZAO_SOCIAL,CNPJ,MUNICIPIO,CD_MUNICIPIO_IBGE,UF,CLASSIFICACAO_AGENTE_ECONOMICO
30478,2015-07-16,FALCONI FILMES LTDA-ME,22.760.023/0001-37,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
30474,2015-07-16,A RAIHER PRODUÇOES ME,14.239.061/0001-10,PRESIDENTE PRUDENTE,3541406.0,SP,Brasileiro independente 
40536,2018-07-16,PEDRO VIEIRA XAVIER 41079994831,19.947.026/0001-70,SÃO PAULO,3550308.0,SP,Brasileiro independente 
40532,2018-07-16,HELIO GUILHERME ANDREOLI MARCONDES 29683392814,19.801.318/0001-08,SÃO PAULO,3550308.0,SP,Brasileiro independente 
40534,2018-07-16,ANA LUCIA AZEVEDO DE CAMPOS EIRELI,23.778.113/0001-18,CURITIBA,4106902.0,PR,Brasileiro independente 
40531,2018-07-16,DOUGLAS SAN GREGORIO 00986944998,18.564.822/0001-60,COLOMBO,4105805.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
40533,2018-07-16,ALENCAR RIBEIRO ME,18.506.737/0001-46,SÃO PAULO,3550308.0,SP,Brasileiro independente 
40530,2018-07-16,ARGONAUTAS FILMES LTDA,26.699.160/0001-64,SALVADOR,2927408.0,BA,Brasileiro independente 
40535,2018-07-16,JÚPITER TELECOMUNICAÇÕES E INFORMÁTICA LTDA,01.625.636/0001-91,IMPERATRIZ,2105302.0,MA,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
43496,2019-07-16,JONATAS PUNTEL RUBERT,18.193.988/0001-18,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
43508,2019-07-16,PRODIGIO PRODUTORA DE AUDIO LTDA ME,24.996.809/0001-83,CURITIBA,4106902.0,PR,Brasileiro independente 
43504,2019-07-16,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA,32.283.191/0001-32,SÃO JOSÉ DOS CAMPOS,3549904.0,SP,Brasileiro independente 
43491,2019-07-16,EDUARDO BITENCOURT SCHEMES 03574429037,27.381.608/0001-60,CANOAS,4304606.0,RS,Brasileiro independente 
43502,2019-07-16,PEREIRA & MIRANDA AGENCIA WEB LTDA,03.097.840/0001-02,SÃO JOSÉ DOS PINHAIS,4125506.0,PR,Brasileiro independente 
46114,2020-07-16,MMJ STUDIO DE ARTES GRÁFICAS LTDA,10.840.666/0001-01,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46112,2020-07-16,"FR3D PRODUCAO CINEMATOGRAFICA, TECNOLOGICA E CULTURAL EIRELI",37.510.759/0001-24,BRASÍLIA,5300108.0,DF,Brasileiro independente 
46115,2020-07-16,BRASIL BACANA PRODUTORA DE FILMES EIRELI,15.721.571/0001-92,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46116,2020-07-16,PRISCILA KUNINARI 04116555908,24.763.710/0001-31,UMUARAMA,4128104.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
46118,2020-07-16,RENATA SOUZA LIMA 35805472830,33.749.173/0001-66,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46117,2020-07-16,RUBENS DE ANDRADE SHINKAI,29.531.153/0001-47,SALVADOR,2927408.0,BA,Brasileiro independente 
46122,2020-07-16,SOM DE BLACK MARIA PRODUCOES ARTISTICAS LTDA,34.210.752/0001-07,RIO CLARO,3543907.0,SP,Brasileiro independente 
46113,2020-07-16,STATION SERVIÇOS PUBLICITÁRIOS EIRELI,21.264.401/0001-29,TERESÓPOLIS,3305802.0,RJ,Brasileiro independente 
49020,2021-07-16,PROGRAMA TRADETUR EIRELI,30.518.289/0001-04,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49026,2021-07-16,JOSE MARCOS GRACIANO MARIN JUNIOR 03068868041,32.492.838/0001-36,SANTA MARIA,4316907.0,RS,Brasileiro independente 
49017,2021-07-16,MATIZ FILMES E PRODUÇÕES LTDA,07.689.255/0001-52,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49022,2021-07-16,RAFAEL RISKALLA 36097823827,33.851.243/0001-92,CAMPINAS,3509502.0,SP,Brasileiro independente 
49025,2021-07-16,UTROPICA PRODUTORA AUDIOVISUAL LTDA,30.211.180/0001-11,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
49021,2021-07-16,CASA DI TAIPA PROPAGANDA E MARKETING LTDA,39.450.620/0001-68,GUANAMBI,2911709.0,BA,Brasileiro independente 
49015,2021-07-16,E. O. DOS SANTOS EDITORA E MARKETING EIRELI,01.074.177/0001-03,RONDONÓPOLIS,5107602.0,MT,Brasileiro independente 
49024,2021-07-16,PEDRO LUIS FERNANDES DE FREITAS JUNIOR LTDA,26.549.108/0001-21,LAURO DE FREITAS,2919207.0,BA,Brasileiro independente 
49023,2021-07-16,F. B. BELLO VIDEO,10.352.443/0001-03,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49028,2021-07-16,MINAS TÊNIS CLUBE,17.217.951/0001-10,BELO HORIZONTE,3106200.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49030,2021-07-16,JOÃO VICTOR GONÇALVES COURA,32.265.244/0001-92,SÃO JOSÉ DOS CAMPOS,3549904.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49029,2021-07-16,BRASILIANA CINEMATOGRÁFICA LTDA,22.850.872/0001-81,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49018,2021-07-16,FERNANDO MAURO PRODUÇÕES E PUBLICIDADE LTDA,33.550.566/0001-46,GUARULHOS,3518800.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49027,2021-07-16,VIA CULTURAL INSTITUTO DE PESQUISA E AÇÃO PELA CULTURA,07.736.439/0001-26,SÃO PAULO,3550308.0,SP,Brasileiro independente 
2205,2004-08-16,CINEMA PROFISSIONAL E EMPREENDIMENTOS LTDA,65.697.864/0001-50,CARAPICUÍBA,3510609.0,SP,Brasileiro independente 
4649,2005-08-16,VP3 - AUDIO E VIDEO LTDA,07.458.815/0001-68,SANTA CRUZ DO SUL,4316808.0,RS,Brasileiro independente 
17567,2010-08-16,MUNDO COMUNICACAO INTEGRADA LTDA,08.583.589/0001-00,SALVADOR,2927408.0,BA,Brasileiro independente 
19475,2011-08-16,TREVISAN CINEMATOGRAFICA LTDA,10.598.871/0001-02,UMUARAMA,4128104.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
19472,2011-08-16,GUILHERME VIANNA TENSOL 05743690669,12.884.902/0001-17,UBERABA,3170107.0,MG,Brasileiro independente 
24907,2013-08-16,RAMON CAMPELO DE QUEIROZ JUNIOR 01968884505,18.613.402/0001-27,VITÓRIA DA CONQUISTA,2933307.0,BA,Brasileiro independente 
33927,2016-08-16,LUCAS FERNANDES 00458808911,23.838.486/0001-37,ARARANGUÁ,4201406.0,SC,Brasileiro independente 
33929,2016-08-16,AM CONTEUDO E INOVACAO LTDA,15.136.969/0001-61,SALVADOR,2927408.0,BA,Brasileiro independente 
33928,2016-08-16,CLARISSA GONCALVES PEREIRA,14.076.404/0001-73,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
37365,2017-08-16,INFINITEPROP COMUNICAÇÃO LTDA,11.659.630/0001-99,SÃO PAULO,3550308.0,SP,Brasileiro independente 
37369,2017-08-16,FAT BEAR PRODUÇÕES ENTRETENIMENTO E EDUCAÇÃO LTDA.,28.263.536/0001-19,SÃO PAULO,3550308.0,SP,Brasileiro independente 
37363,2017-08-16,PICT ESTUDIO EIRELI,09.168.801/0001-35,SÃO PAULO,3550308.0,SP,Brasileiro independente 
40772,2018-08-16,PRESHOW MIDIA EM CINEMA EIRELI,03.628.585/0001-87,SÃO PAULO,3550308.0,SP,Brasileiro independente 
40774,2018-08-16,KOMK PRODUÇÕES ARTÍSTICAS LTDA,24.808.843/0001-87,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
40773,2018-08-16,MIDIASHOW PRODUCOES E CINEMA EIRELI,10.395.054/0001-57,SÃO PAULO,3550308.0,SP,Brasileiro independente 
40777,2018-08-16,CUCA LIBRE LTDA,31.070.230/0001-50,CATAGUASES,3115300.0,MG,Brasileiro independente 
40770,2018-08-16,MARIA JOSE COSTA DE OLIVEIRA 10611576449,26.147.931/0001-00,MACEIÓ,2704302.0,AL,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
40768,2018-08-16,2L COMUNICACAO E PUBLICIDADE LTDA,27.513.367/0001-65,BRASÍLIA,5300108.0,DF,Brasileiro independente 
40764,2018-08-16,JONATAS FERREIRA SILVA 11266548769,12.732.704/0001-38,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
40776,2018-08-16,SPOILER FILMES EIRELI,30.863.323/0001-70,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
40769,2018-08-16,JEFERSON RICARDO FRANCISCO PEREIRA 22516475896,14.264.109/0001-40,CAMPINAS,3509502.0,SP,Brasileiro independente 
40767,2018-08-16,MARCO AURELIO DE SOUSA JUNIOR 36836747840,29.841.751/0001-12,PIRACICABA,3538709.0,SP,Brasileiro independente 
40766,2018-08-16,CINEMATOGRAFICA ROSSETE LTDA,30.700.010/0001-09,VOTUPORANGA,3557105.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
40765,2018-08-16,MAR DE MORROS CINEMATOGRÁFICA LTDA,20.106.668/0001-25,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
40775,2018-08-16,CECÍLIA SIQUEIRA DE BRITO,24.943.762/0001-90,GOIÂNIA,5208707.0,GO,Brasileiro independente 
43769,2019-08-16,RIIO CENTRAL ESPORTE LTDA,31.901.426/0001-40,LONDRINA,4113700.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
43771,2019-08-16,LEONARDO MONT ALVERNE CÂMARA 06069213386,29.627.912/0001-70,FORTALEZA,2304400.0,CE,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
43770,2019-08-16,DAVISON FAGUNDES MARINS 08464269781,23.692.553/0001-58,SÃO GONÇALO,3304904.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
43781,2019-08-16,REDECINE PINDAMONHANGABA CINEMAS LTDA,34.408.375/0001-07,PINDAMONHANGABA,3538006.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49290,2021-08-16,ADRIANO RICARDO LEITE - ME,10.909.404/0001-56,BEBEDOURO,3506102.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49277,2021-08-16,CAMARA DE FILMES EIRELI,39.270.288/0001-50,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49286,2021-08-16,ESTUDIOS VERTICAL PRODUÇOES CINEMATOGRAFICAS EIRELI,17.850.896/0001-09,RIO DE JANEIRO,3304557.0,RJ,Brasileiro
49276,2021-08-16,WILLIAN TEIXEIRA DANTAS,35.609.001/0001-12,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49289,2021-08-16,CAMILLE MARTINS SISTON COMUNICACAO LTDA,41.368.789/0001-15,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
49287,2021-08-16,AURA FILMES EIRELI ME,21.346.415/0001-91,MOGI DAS CRUZES,3530607.0,SP,Brasileiro
49279,2021-08-16,CIMARRON CINE LTDA,38.201.115/0001-17,SÃO PAULO,3550308.0,SP,Brasileiro
49278,2021-08-16,MARIAH EDIÇÕES MUSICAIS LTDA.,67.852.335/0001-09,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49280,2021-08-16,CCLI PEDREIRA SHOWS E EVENTOS LTDA,36.922.407/0001-13,SALVADOR,2927408.0,BA,Brasileiro independente 
49285,2021-08-16,RAFAEL BLASI,36.710.973/0001-61,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49288,2021-08-16,CAMILLE MARTINS SISTON LTDA,10.459.963/0001-01,NITERÓI,3303302.0,RJ,Brasileiro independente 
51866,2022-08-16,PARTE 2 FILMES LTDA,03.944.161/0001-21,CACONDE,3508702.0,SP,Brasileiro independente 
51874,2022-08-16,DISTRIBUIDORA CAMPEÃO INDÚSTRIA E COMÉRCIO LTDA,04.920.643/0001-04,CARIACICA,3201308.0,ES,Brasileiro independente 
51872,2022-08-16,JULIANA DE ARAUJO FITTIPALDI FREIRE EIRELI,36.568.620/0001-79,RECIFE,2611606.0,PE,Brasileiro independente 
1530,2003-09-16,SINGLE FILMES E PRODUÇÕES LTDA,03.672.973/0001-65,CURITIBA,4106902.0,PR,Brasileiro independente 
4764,2005-09-16,MARKETING X PRODUTORA DIGITAL LTDA,07.537.405/0001-02,ARAGUAÍNA,1702109.0,TO,Brasileiro independente 
4754,2005-09-16,LARTY MARK LTDA,03.931.658/0001-05,SALVADOR,2927408.0,BA,Brasileiro independente 
4762,2005-09-16,SERV BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS,00.330.845/0001-45,BRASÍLIA,5300108.0,DF,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
4758,2005-09-16,INTERNACIONAL - PRODUÇÕES DE CINEMA E VÍDEO LTDA,04.964.663/0001-87,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
16018,2009-09-16,CLIP PRODUÇÕES LTDA,05.557.413/0001-95,NATAL,2408102.0,RN,Brasileiro independente 
25152,2013-09-16,SC FILMES LTDA ME,10.491.941/0001-29,JOINVILLE,4209102.0,SC,Brasileiro independente 
27706,2014-09-16,ERS COMERCIO & SERVICOS LTDA,07.487.277/0001-30,CURITIBA,4106902.0,PR,Brasileiro independente 
30985,2015-09-16,VINI PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,08.294.698/0001-07,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
34223,2016-09-16,BISULINHA PARTICIPACÕES E ENTRETENIMENTO LTDA,10.935.395/0001-78,SANTANA DE PARNAÍBA,3547304.0,SP,Brasileiro independente 
34217,2016-09-16,DM ARTS PRODUTORA DE ÁUDIO E VÍDEO LTDA - ME,01.542.614/0001-68,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
44050,2019-09-16,PULLSE COMUNICACAO LTDA,30.479.615/0001-03,SÃO PAULO,3550308.0,SP,Brasileiro independente 
44049,2019-09-16,GUILHERME SOUTO DE LACERDA 11128248638,27.181.555/0001-33,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
44051,2019-09-16,JOAO LEAL ALVES - PRODUCOES CINEMATOGRAFICAS,31.940.074/0001-31,SÃO PAULO,3550308.0,SP,Brasileiro independente 
44048,2019-09-16,YALUB STUDIO & PRODUCOES EIRELI,09.912.194/0001-76,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
44046,2019-09-16,VALESCA POPOZUDA PRODUÇÕES ARTÍSTICAS LTDA,29.295.752/0001-09,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
44052,2019-09-16,IMAGINA - PROCESSOS CRIATIVOS E MOBILIZAÇÃO LTDA,17.252.428/0001-24,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44047,2019-09-16,EDUARDO CECATTO DOS SANTOS ME,28.895.469/0001-55,CHOPINZINHO,4105409.0,PR,Brasileiro independente 
46606,2020-09-16,ANGÉLICA APARECIDA PEREIRA 00554780690,33.075.077/0001-80,UBERABA,3170107.0,MG,Brasileiro independente 
46615,2020-09-16,FRESH INK EVENTOS LTDA,20.504.391/0001-99,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46611,2020-09-16,"COBALTO PRODUÇÕES, PROJETOS, EDITORA E COMUNICAÇÃO ME",05.972.043/0001-52,CAMPINAS,3509502.0,SP,Brasileiro independente 
46609,2020-09-16,FABRICA DE CENARIOS EIRELI,33.378.657/0001-46,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46603,2020-09-16,RADIO E TELEVISÃO DO PIAUÍ LTDA,01.743.572/0001-23,TERESINA,2211001.0,PI,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
46608,2020-09-16,RAFAEL VIDAL LEITE RIBEIRO,13.674.341/0001-94,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46604,2020-09-16,SHORELINE PRODUÇÕES AUDIVISUAIS LTDA - ME,24.259.260/0001-44,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46605,2020-09-16,VAMOS VER FILMES PRODUCOES EIRELI,18.510.664/0001-66,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46607,2020-09-16,MANINHO FILMES LTDA,28.091.672/0001-79,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46610,2020-09-16,BLOO VIDEOS LTDA,33.853.376/0001-06,CRICIÚMA,4204608.0,SC,Brasileiro independente 
49543,2021-09-16,MAYARA NATALIA ROHR TEIXEIRA 09848305963,37.002.807/0001-73,MARECHAL CÂNDIDO RONDON,4114609.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49538,2021-09-16,DAVI MONTEIRO CAVALCANTI FILHO 10076731766,17.195.358/0001-10,CACHOEIRO DE ITAPEMIRIM,3201209.0,ES,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49539,2021-09-16,PEDRO ERNESTO GIBSON COELHO LEAL 47987120430,13.712.447/0001-35,MACEIÓ,2704302.0,AL,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49542,2021-09-16,ALESSON BATISTA - A PROPAGANDA,36.091.020/0001-62,SARANDI,4126256.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49541,2021-09-16,INFINITO MIL PRODUCAO E GESTAO AUDIOVISUAL E CULTURAL LTDA,41.975.684/0001-24,FORTALEZA,2304400.0,CE,Brasileiro independente 
49545,2021-09-16,GENOVA PRODUÇÕES ARTÍSTICAS LTDA.,10.858.508/0001-89,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
49540,2021-09-16,F2 FILMES EIRELI,42.695.804/0001-00,CURITIBA,4106902.0,PR,Brasileiro independente 
49544,2021-09-16,USINA D'ARTEPRODUCOES ARTISTICAS LTDA - ME,05.964.436/0001-14,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
52065,2022-09-16,BARBARA ANNE GOMES PAVIONE 11035977605,31.423.982/0001-58,IPATINGA,3131307.0,MG,Brasileiro independente 
52063,2022-09-16,DZSEIS CONTEÚDO AUDIOVISUAL LTDA,18.233.127/0001-16,TAUBATÉ,3554102.0,SP,Brasileiro independente 
52066,2022-09-16,ALESSANDRO PEREIRA DE SOUSA 03055700481,37.568.652/0001-37,NATAL,2408102.0,RN,Brasileiro independente 
52062,2022-09-16,B.J DA COSTA,11.000.803/0001-62,CUIABÁ,5103403.0,MT,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
52064,2022-09-16,POTÊNCIA MUSIC LTDA,41.708.446/0001-52,FORTALEZA,2304400.0,CE,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
663,2002-10-16,"COOPERATIVA DE TRABALHO DE PRODUCAO AUDIOVISUAL DE SAUDE, SANEAMENTO E MEIO-AMBIENTE LTDA - COOPAS",01.908.170/0001-31,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
664,2002-10-16,VIT MUSIC COMUNICAÇÃO E EVENTOS LTDA.,00.587.976/0001-02,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
1614,2003-10-16,BLOOMBERG DO BRASIL COMÉRCIO E SERVIÇOS LTDA.,74.232.679/0001-80,SÃO PAULO,3550308.0,SP,Brasileiro
1613,2003-10-16,ALÊ ABREU PRODUÇÕES LTDA,67.006.775/0001-45,SÃO PAULO,3550308.0,SP,Brasileiro independente 
13076,2007-10-16,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,00.038.174/0001-43,BRASÍLIA,5300108.0,DF,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
16116,2009-10-16,VIEGAS ESTUDIO PRODUCOES ARTISTICAS LTDA,08.725.811/0001-61,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
16115,2009-10-16,LÚDICA PRODUÇÕES AUDIOVISUAIS LTDA,10.755.887/0001-81,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
22584,2012-10-16,GAIA PRODUÇÕES ARTISTICAS E CULTURAIS LTDA,40.186.140/0001-10,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
22585,2012-10-16,PARAIBANIDADE COMUNICAÇÃO E PROGRAMAÇÃO LTDA,06.331.860/0001-94,JOÃO PESSOA,2507507.0,PB,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
25427,2013-10-16,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,VILA VELHA,3205200.0,ES,Brasileiro independente 
25428,2013-10-16,MAQUINNA FILMES LTDA ME,18.912.604/0001-70,SÃO PAULO,3550308.0,SP,Brasileiro independente 
25425,2013-10-16,MOACIR TONDELLO,18.942.290/0001-58,CAXIAS DO SUL,4305108.0,RS,Brasileiro independente 
25433,2013-10-16,MUNDO DA LUA COMUNICAÇÃO EIRELI,16.651.247/0001-08,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
25423,2013-10-16,SCRIPT @ FILMES PRODUCOES ARTISTICAS S/S LTDA - ME,06.113.891/0001-79,SÃO PAULO,3550308.0,SP,Brasileiro independente 
25421,2013-10-16,INSENSATEZ AUDIOVISUAL LTDA.-ME,18.418.408/0001-43,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
25419,2013-10-16,MOTION LOCAÇÕES LTDA ME,15.151.845/0001-55,SÃO PAULO,3550308.0,SP,Brasileiro independente 
27954,2014-10-16,A. J. SOARES VIDEO E PRODUÇÕES - ME,20.982.791/0001-00,LONDRINA,4113700.0,PR,Brasileiro independente 
27947,2014-10-16,DOIS DELES PRODUCOES LTDA,20.333.821/0001-57,JUIZ DE FORA,3136702.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
27951,2014-10-16,PARTILHAR,07.780.379/0001-49,POXORÉU,5107008.0,MT,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
37944,2017-10-16,OTT AND IPTV LTDA,23.911.953/0001-07,SÃO JOSÉ,4216602.0,SC,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
37942,2017-10-16,WEART LTDA,11.179.003/0001-50,JARAGUÁ DO SUL,4208906.0,SC,Brasileiro independente 
41378,2018-10-16,RITOURNELLE PRODUCOES MUSICAIS LTDA,13.839.130/0001-64,SÃO PAULO,3550308.0,SP,Brasileiro
41374,2018-10-16,GAULIALAND PRODUCOES ARTISTICAS E CINEMATOGRAFICAS LTDA,11.538.203/0001-52,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
41375,2018-10-16,CASAPROMO PROMOCOES DE EVENTOS LTDA,18.234.919/0001-05,RECIFE,2611606.0,PE,Brasileiro independente 
41383,2018-10-16,MAGDA RIOS RIMOLO,30.291.709/0001-54,COTIA,3513009.0,SP,Brasileiro independente 
41382,2018-10-16,MTTRAILER PRODUÇÕES CINEMATOGRÁFICAS EIRELI ME,30.380.478/0001-55,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
41379,2018-10-16,GABRIELA AZEREDO DOS ANJOS LEITÃO FURLAN 05848398712,26.978.318/0001-35,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
41381,2018-10-16,SAULO RICARDO FERREIRA DOS SANTOS 07018831466,28.329.410/0001-08,OLINDA,2609600.0,PE,Brasileiro independente 
41380,2018-10-16,MARCELO FELIX MORAES,19.782.590/0001-80,CAMPINAS,3509502.0,SP,Brasileiro independente 
41377,2018-10-16,RAFAEL M DA SILVA EVENTOS,26.656.545/0001-44,FORTALEZA,2304400.0,CE,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44339,2019-10-16,M B DASSUMPCAO,34.668.989/0001-28,BRUMADINHO,3109006.0,MG,Brasileiro independente 
44336,2019-10-16,LUCICLEIDE FERREIRA DE SOUSA,31.154.849/0001-43,PIRAQUARA,4119509.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44334,2019-10-16,ANDREA DA ROSA AVANCINI PRODUÇÕES ARTÍSTISCAS LTDA,14.289.952/0001-81,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44333,2019-10-16,JULIANA BRUCE OLIVEIRA,32.545.259/0001-04,SÃO PAULO,3550308.0,SP,Brasileiro independente 
44338,2019-10-16,ESTÚDIO COLESI SOCIEDADE SIMPLES LTDA,11.120.443/0001-32,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44331,2019-10-16,GLITTER PRODUÇÕES ARTÍSTICAS LTDA,09.477.867/0001-07,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
44335,2019-10-16,FLAVIO RENATO CANEDO MELGAREJO,12.719.240/0001-20,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44332,2019-10-16,S P DE SOUZA PRODUÇÕES ME,21.141.011/0001-61,COLATINA,3201506.0,ES,Brasileiro independente 
44340,2019-10-16,ARM PUBLICIDADE E EVENTOS EIRELI,18.630.584/0001-44,RIBEIRÃO PRETO,3543402.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
46973,2020-10-16,RAPHAEL DE MORAES SARLE 38195033822,24.850.105/0001-06,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46968,2020-10-16,JOSE AIRTON CAMPOS JUNIOR 07583250455,33.529.304/0001-08,JOÃO PESSOA,2507507.0,PB,Brasileiro independente 
46967,2020-10-16,CLENIO LEITE GUIMARAES 05726008448,35.249.413/0001-99,PETROLINA,2611101.0,PE,Brasileiro independente 
46972,2020-10-16,DANILO PEREIRA COELHO 04587912530,25.229.961/0001-01,SALVADOR,2927408.0,BA,Brasileiro independente 
46971,2020-10-16,OLAVO FERNANDES DE REZENDE NETO,37.543.144/0001-02,CUIABÁ,5103403.0,MT,Brasileiro independente 
2102,2004-11-16,ATC ENTRETENIMENTOS LTDA.,02.008.424/0001-28,AQUIRAZ,2301000.0,CE,Brasileiro independente 
2754,2004-11-16,SOCIEDADE RADIO EMISSORA PARANAENSE SA,76.494.806/0001-45,CURITIBA,4106902.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
16209,2009-11-16,SBPO ENTRETENIMENTOS LTDA,04.096.720/0001-53,PARANAVAÍ,4118402.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
16213,2009-11-16,STUDIO CINE-VIDEO LTDA ME,11.167.701/0001-36,SALVADOR,2927408.0,BA,Brasileiro independente 
16214,2009-11-16,APOENA PRODUÇÕES LTDA,11.258.339/0001-09,ARACAJU,2800308.0,SE,Brasileiro independente 
17985,2010-11-16,DESVIA PRODUÇÕES ARTISTICAS E AUDIOVISUAIS LTDA,12.658.679/0001-90,RECIFE,2611606.0,PE,Brasileiro independente 
17971,2010-11-16,MADRE FILMES PRODUÇÕES AUDIOVISUAIS LTDA.,12.803.014/0001-22,TERESINA,2211001.0,PI,Brasileiro independente 
